pE,pN,combined_gap
4.634042553,1.085106383,12.914692349999996
4.781914894,1.085106383,12.206091789999995
4.929787234,1.085106383,11.50841029
5.077659574,1.085106383,10.821158109999999
5.225531915,1.085106383,10.14388109
5.373404255,1.085106383,9.476157090000001
5.521276596,1.085106383,8.817592929999996
5.669148936,1.085106383,20.215959939999998
5.817021277,1.085106383,19.73130525
5.964893617,1.085106383,19.25279338
6.112765957,1.085106383,18.78019654
6.260638298,1.085106383,18.313300639999994
6.408510638,1.085106383,17.851904219999994
6.556382979,1.085106383,32.22532596
6.704255319,1.085106383,31.941174379999996
6.85212766,1.085106383,31.660148819999996
7.0,1.085106383,31.382148339999997
0.05,1.232978723,52.78630293
0.1978723404,1.232978723,37.99906889
0.3457446809,1.232978723,31.09579998
0.4936170213,1.232978723,26.52650756
0.6414893617,1.232978723,23.46605925
0.7893617021,1.232978723,22.414041499999996
0.9372340426,1.232978723,19.256834589999997
1.085106383,1.232978723,16.42247727
1.232978723,1.232978723,13.89937459
1.380851064,1.232978723,11.270611539999997
1.528723404,1.232978723,11.270611539999997
1.676595745,1.232978723,8.521687409999998
1.824468085,1.232978723,5.634446689999997
1.972340426,1.232978723,2.035501079999996
2.120212766,1.232978723,0.0
2.268085106,1.232978723,4.155933949999998
2.415957447,1.232978723,10.692179750000001
2.563829787,1.232978723,9.29111503
2.711702128,1.232978723,7.930210299999999
2.859574468,1.232978723,6.6061983600000005
3.007446809,1.232978723,5.3162323199999975
3.155319149,1.232978723,4.057813609999997
3.303191489,1.232978723,2.828735089999995
3.45106383,1.232978723,1.6270355699999968
3.59893617,1.232978723,10.06970518
3.746808511,1.232978723,9.114383459999999
3.894680851,1.232978723,15.940616139999996
4.042553191,1.232978723,15.168511549999998
4.190425532,1.232978723,14.41047235
4.338297872,1.232978723,13.665756769999994
4.486170213,1.232978723,12.933686039999998
4.634042553,1.232978723,12.213637139999996
4.781914894,1.232978723,11.505036579999995
4.929787234,1.232978723,10.80735508
5.077659574,1.232978723,10.1201029
5.225531915,1.232978723,9.442825880000001
5.373404255,1.232978723,20.503630359999995
5.521276596,1.232978723,20.005945089999997
5.669148936,1.232978723,19.514904729999998
5.817021277,1.232978723,19.03025004
5.964893617,1.232978723,18.55173817
6.112765957,1.232978723,32.3965802
6.260638298,1.232978723,32.10238499
6.408510638,1.232978723,31.81165505
6.556382979,1.232978723,31.52427075
6.704255319,1.232978723,31.240119169999996
6.85212766,1.232978723,30.959093609999996
7.0,1.232978723,30.681093129999997
0.05,1.380851064,48.72848932
0.1978723404,1.380851064,33.94125528
0.3457446809,1.380851064,27.037986370000002
0.4936170213,1.380851064,22.468693950000002
0.6414893617,1.380851064,18.06831186
0.7893617021,1.380851064,18.35622789
0.9372340426,1.380851064,15.19902098
1.085106383,1.380851064,12.287445869999999
1.232978723,1.380851064,9.571793990000003
1.380851064,1.380851064,7.017152180000004
1.528723404,1.380851064,5.63616485
1.676595745,1.380851064,2.887240720000001
1.824468085,1.380851064,0.09183587000000415
1.972340426,1.380851064,3.68185682
