pE,pN,value_mean,value_std
3.909322034,0.4694915254,0.317,0.03001666204
3.993220339,0.4694915254,0.311,0.02981610303
4.077118644,0.4694915254,0.305,0.02974894956
4.161016949,0.4694915254,0.303,0.02865309756
4.244915254,0.4694915254,0.295,0.02729468813
4.328813559,0.4694915254,0.29,0.02645751311
4.412711864,0.4694915254,0.283,0.02368543856
4.496610169,0.4694915254,0.275,0.02906888371
4.580508475,0.4694915254,0.269,0.02844292531
4.66440678,0.4694915254,0.263,0.03348133809
4.748305085,0.4694915254,0.257,0.03661966685
4.83220339,0.4694915254,0.253,0.03950949253
4.916101695,0.4694915254,0.251,0.04060788101
5,0.4694915254,0.245,0.03556683849
0.05,0.5533898305,0.854,0.03006659276
0.1338983051,0.5533898305,0.83,0.03193743885
0.2177966102,0.5533898305,0.813,0.02968164416
0.3016949153,0.5533898305,0.796,0.02973213749
0.3855932203,0.5533898305,0.778,0.03310589071
0.4694915254,0.5533898305,0.756,0.03292415527
0.5533898305,0.5533898305,0.743,0.03257299495
0.6372881356,0.5533898305,0.726,0.03104834939
0.7211864407,0.5533898305,0.709,0.03590264614
0.8050847458,0.5533898305,0.698,0.03815756806
0.8889830508,0.5533898305,0.678,0.04118252056
0.9728813559,0.5533898305,0.663,0.0464865572
1.056779661,0.5533898305,0.652,0.04331281566
1.140677966,0.5533898305,0.635,0.04455333882
1.224576271,0.5533898305,0.62,0.04098780306
1.308474576,0.5533898305,0.604,0.04586937976
1.392372881,0.5533898305,0.583,0.04473253849
1.476271186,0.5533898305,0.568,0.04214261501
1.560169492,0.5533898305,0.56,0.04024922359
1.644067797,0.5533898305,0.548,0.03815756806
1.727966102,0.5533898305,0.528,0.04578209257
1.811864407,0.5533898305,0.517,0.03950949253
1.895762712,0.5533898305,0.507,0.03689173349
1.979661017,0.5533898305,0.495,0.04477722635
2.063559322,0.5533898305,0.479,0.04323193264
2.147457627,0.5533898305,0.469,0.04276680956
2.231355932,0.5533898305,0.464,0.0438634244
2.315254237,0.5533898305,0.451,0.04253234064
2.399152542,0.5533898305,0.443,0.04243819035
2.483050847,0.5533898305,0.434,0.0438634244
2.566949153,0.5533898305,0.418,0.04728636167
2.650847458,0.5533898305,0.408,0.04707440918
2.734745763,0.5533898305,0.398,0.0485386444
2.818644068,0.5533898305,0.384,0.04247352116
2.902542373,0.5533898305,0.383,0.04124318125
2.986440678,0.5533898305,0.373,0.03925557285
3.070338983,0.5533898305,0.364,0.03746998799
3.154237288,0.5533898305,0.357,0.03661966685
3.238135593,0.5533898305,0.349,0.03534119409
3.322033898,0.5533898305,0.342,0.03280243893
3.405932203,0.5533898305,0.336,0.03104834939
3.489830508,0.5533898305,0.33,0.03033150178
3.573728814,0.5533898305,0.325,0.02837252192
3.657627119,0.5533898305,0.316,0.02615339366
3.741525424,0.5533898305,0.308,0.02749545417
3.825423729,0.5533898305,0.303,0.02647640459
3.909322034,0.5533898305,0.296,0.02576819745
3.993220339,0.5533898305,0.291,0.02256102835
4.077118644,0.5533898305,0.285,0.02617250466
4.161016949,0.5533898305,0.278,0.02675817632
4.244915254,0.5533898305,0.27,0.02966479395
4.328813559,0.5533898305,0.264,0.032
4.412711864,0.5533898305,0.259,0.03389690251
4.496610169,0.5533898305,0.257,0.03579106034
4.580508475,0.5533898305,0.249,0.03780211634
4.66440678,0.5533898305,0.246,0.03929376541
4.748305085,0.5533898305,0.241,0.03910242959
4.83220339,0.5533898305,0.239,0.03645545227
4.916101695,0.5533898305,0.229,0.03935733731
5,0.5533898305,0.225,0.04031128874
0.05,0.6372881356,0.834,0.03104834939
0.1338983051,0.6372881356,0.815,0.02974894956
0.2177966102,0.6372881356,0.791,0.0308058436
0.3016949153,0.6372881356,0.771,0.03330165161
0.3855932203,0.6372881356,0.749,0.03238826948
0.4694915254,0.6372881356,0.733,0.03001666204
0.5533898305,0.6372881356,0.716,0.0363868108
0.6372881356,0.6372881356,0.698,0.04093897898
0.7211864407,0.6372881356,0.677,0.03848376281
0.8050847458,0.6372881356,0.667,0.043829214
0.8889830508,0.6372881356,0.653,0.04583666655
0.9728813559,0.6372881356,0.63,0.04074309757
1.056779661,0.6372881356,0.614,0.04223742416
1.140677966,0.6372881356,0.601,0.04392038251
1.224576271,0.6372881356,0.582,0.0406939799
1.308474576,0.6372881356,0.565,0.04387482194
1.392372881,0.6372881356,0.552,0.03627671429
1.476271186,0.6372881356,0.534,0.042
1.560169492,0.6372881356,0.524,0.04004996879
