method,n_users,trial,source,success,budget_stage2_calls,search_budget_exhausted,budget_stop_mode,final_pE,final_pN,offloading_size,final_grid_ne_gap,esp_revenue,nsp_revenue,joint_revenue,runtime_sec,stage2_solver_calls,audit_stage2_solver_calls,total_stage2_solver_calls,error
MARL,200,6,budget_matched_rerun,1,73,0,completed,4.802,5.401,7,89.53398188844183,77.56416435105443,61.647301166102736,139.21146551715717,180.68745104107074,60,240,300,
BO-online,200,7,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,20,215.9731092436975,49.000000000000014,19.600000000000005,68.60000000000002,161.88917620899156,49,240,289,
GA,200,7,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,20,215.9731092436975,49.000000000000014,19.600000000000005,68.60000000000002,161.96994970797095,49,240,289,
MARL,200,7,budget_matched_rerun,1,49,1,budget_after_new_action,4.802,5.401,4,76.70251080182135,46.394413157040184,37.70444875991949,84.09886191695966,116.52132029191125,49,240,289,
BO-online,200,8,budget_matched_rerun,1,85,1,budget_during_objective,0.5,0.5,21,220.00000000000006,49.00000000000001,19.6,68.60000000000001,289.690923459013,85,240,325,
GA,200,8,budget_matched_rerun,1,85,1,budget_during_objective,0.5,0.5,21,220.00000000000006,49.00000000000001,19.6,68.60000000000001,284.52839083306026,85,240,325,
MARL,200,8,budget_matched_rerun,1,85,0,completed,4.802,5.401,7,75.58475543209593,82.08859298919549,75.2020086342289,157.29060162342438,171.50932737498078,60,240,300,
BO-online,200,9,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,22,210.60152116594696,48.99999999999999,19.6,68.6,130.99131254199892,37,240,277,
GA,200,9,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,22,210.60152116594696,48.99999999999999,19.6,68.6,131.9686634580139,37,240,277,
MARL,200,9,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,7,63.8644807947487,84.41325925875343,59.596301948290915,144.00956120704433,112.32625108410139,37,240,277,
BO-online,200,10,budget_matched_rerun,1,91,1,budget_during_objective,0.5,0.5,23,217.63905712051877,49.0,19.6,68.6,331.6164689169964,91,240,331,
GA,200,10,budget_matched_rerun,1,91,1,budget_during_objective,0.5,0.5,23,217.63905712051877,49.0,19.6,68.6,328.56022750004195,91,240,331,
MARL,200,10,budget_matched_rerun,1,91,0,completed,4.802,5.401,6,87.11481254626965,68.62407159739668,62.2567214171833,130.88079301457998,189.1266352920793,60,240,300,
BO-online,250,1,budget_matched_rerun,1,55,1,budget_during_objective,0.5,0.5,22,200.38769217957716,48.999999999999986,19.6,68.6,379.45815908303484,55,240,295,
GA,250,1,budget_matched_rerun,1,55,1,budget_during_objective,0.5,0.5,22,200.38769217957716,48.999999999999986,19.6,68.6,397.7787227499066,55,240,295,
MARL,250,1,budget_matched_rerun,1,55,1,budget_after_new_action,4.802,5.401,5,72.84677851270558,58.027171067126346,39.04477067718171,97.07194174430805,262.4841498750029,55,240,295,
BO-online,250,2,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,27,220.00000000000003,49.0,19.599999999999998,68.6,339.48193875001743,43,240,283,
GA,250,2,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,27,220.00000000000003,49.0,19.599999999999998,68.6,330.91821799997706,43,240,283,
MARL,250,2,budget_matched_rerun,1,43,1,budget_after_new_action,4.802,5.401,19,22.98578076662406,218.96821130779844,181.71312198596522,400.68133329376366,298.9962357499171,43,240,283,
BO-online,250,3,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,22,220.00000000000006,49.00000000000001,19.599999999999994,68.6,305.55528162489645,49,240,289,
GA,250,3,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,22,220.00000000000006,49.00000000000001,19.599999999999994,68.6,302.9850037919823,49,240,289,
MARL,250,3,budget_matched_rerun,1,49,1,budget_after_new_action,4.802,5.401,5,96.85415816107951,57.5453421585043,52.97231654398417,110.51765870248846,231.43154037499335,49,240,289,
BO-online,250,4,budget_matched_rerun,1,121,1,budget_during_objective,2.825947068527629,0.5534328380229555,21,175.27907769702034,181.99560837897042,21.73731352091822,203.73292189988865,801.7445196249755,121,240,361,
GA,250,4,budget_matched_rerun,1,121,1,budget_during_objective,0.121696,5.031579,24,172.5706060844625,11.1696,200.86316,212.03276,802.2490712499712,121,240,361,
MARL,250,4,budget_matched_rerun,1,121,0,completed,4.802,5.401,9,73.50902423591901,102.76531049868245,78.66015899161641,181.42546949029887,339.133838375099,60,240,300,
BO-online,250,5,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,23,220.00000000000003,48.999999999999986,19.6,68.6,233.2358008750016,37,240,277,
GA,250,5,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,23,220.00000000000003,48.999999999999986,19.6,68.6,250.17817554203793,37,240,277,
MARL,250,5,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,8,77.73859598552927,95.7073621223986,84.05914415302905,179.76650627542767,285.4475377089111,37,240,277,
BO-online,250,6,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,23,220.00000000000003,49.0,19.6,68.6,417.06223649997264,49,240,289,
GA,250,6,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,23,220.00000000000003,49.0,19.6,68.6,420.15882625000086,49,240,289,
MARL,250,6,budget_matched_rerun,1,49,1,budget_after_new_action,4.802,5.401,10,59.92737960539219,112.36440904979304,96.5130860032813,208.87749505307434,356.1001412910409,49,240,289,
BO-online,250,7,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,22,219.99999999999997,48.999999999999986,19.599999999999998,68.59999999999998,343.7609926670557,43,240,283,
GA,250,7,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,22,219.99999999999997,48.999999999999986,19.599999999999998,68.59999999999998,345.50842912495136,43,240,283,
MARL,250,7,budget_matched_rerun,1,43,1,budget_after_new_action,4.802,5.401,6,80.26641316198639,72.08413956136128,68.96573056149134,141.0498701228526,275.6805322919972,43,240,283,
BO-online,250,8,budget_matched_rerun,1,55,1,budget_during_objective,0.5,0.5,24,220.00000000000006,49.0,19.599999999999998,68.6,499.719633916975,55,240,295,
GA,250,8,budget_matched_rerun,1,55,1,budget_during_objective,0.5,0.5,24,220.00000000000006,49.0,19.599999999999998,68.6,502.4121238340158,55,240,295,
MARL,250,8,budget_matched_rerun,1,55,1,budget_after_new_action,4.802,5.401,10,66.5209650582817,113.14272630571263,92.7831343164917,205.9258606222043,403.04102562495973,55,240,295,
BO-online,250,9,budget_matched_rerun,1,61,1,budget_during_objective,0.5,0.5,22,217.44057576040268,49.00000000000001,19.599999999999998,68.60000000000001,504.39184066606686,61,240,301,
GA,250,9,budget_matched_rerun,1,61,1,budget_during_objective,0.5,0.5,22,217.44057576040268,49.00000000000001,19.599999999999998,68.60000000000001,509.32358450000174,61,240,301,
MARL,250,9,budget_matched_rerun,1,61,0,completed,4.802,5.401,6,77.95766160765254,66.36670564823942,62.32193394137862,128.68863958961805,381.94060270802584,60,240,300,
BO-online,250,10,budget_matched_rerun,1,61,1,budget_during_objective,0.5,0.5,22,209.93233055688563,49.00000000000001,19.6,68.60000000000001,798.1849507500883,61,240,301,
GA,250,10,budget_matched_rerun,1,61,1,budget_during_objective,0.5,0.5,22,209.93233055688563,49.00000000000001,19.6,68.60000000000001,462.52770520804916,61,240,301,
MARL,250,10,budget_matched_rerun,1,61,0,completed,4.802,5.401,5,74.47991537810363,58.25100772167231,52.83944761716218,111.09045533883449,274.8105890000006,60,240,300,
