trial,trial_seed,n_users,ratio,F,B,cE,cN,final_pE,final_pN,price_margin_E,price_margin_N,comp_utilization,band_utilization,offloading_ratio,offloading_size,social_cost,esp_revenue,nsp_revenue,joint_revenue,restricted_gap,outer_iterations,stage2_oracle_calls,runtime_sec,stage1_method,stopping_reason
7,502383,50,0.2,28.284271247461902,141.4213562373095,0.01,0.01,5.0053819475283925,0.615605568252376,4.995381947528393,0.605605568252376,0.9154711788311427,0.5662835999456169,0.24,12,1151.2985851023966,129.3475984643161,48.49967649321575,177.84727495753185,0.0,3,37,1.7274003000929952,vbbr_brd,verified_gain_tolerance
7,502383,50,0.3,34.64101615137755,115.47005383792515,0.01,0.01,4.5229159657730555,0.5,4.512915965773056,0.49,0.9852688283264375,0.9999999999999998,0.3,15,1125.2204342639363,154.0290414057986,56.58032638058331,210.6093677863819,0.0,2,31,1.4837981006130576,vbbr_brd,verified_gain_tolerance
7,502383,50,0.4,40.0,100.0,0.01,0.01,4.5005694452312275,0.6423321041137129,4.490569445231228,0.6323321041137129,0.7445787571591123,0.8632207185083237,0.26,13,1138.994775158099,133.74330465867808,54.58421732489195,188.32752198357002,10.3663972988723,11,103,5.573608200065792,vbbr_brd,cycle_safeguard
7,502383,50,0.5,44.721359549995796,89.44271909999159,0.01,0.01,2.997498203224848,0.925629590998126,2.987498203224848,0.915629590998126,1.0,0.9999999999999997,0.32,16,1109.5093234432006,133.60498130138484,81.89640030728556,215.50138160867039,0.0,10,85,3.817687999457121,vbbr_brd,verified_gain_tolerance
7,502383,50,1.0,63.245553203367585,63.245553203367585,0.01,0.01,3.599368261678091,0.9436883488628105,3.589368261678091,0.9336883488628105,0.5248275658066422,1.0,0.26,13,1134.1506828886563,119.14193565531663,59.05163614336732,178.19357179868393,0.0,5,49,2.035982799716294,vbbr_brd,verified_gain_tolerance
7,502383,50,1.5,77.45966692414834,51.63977794943222,0.01,0.01,2.410127994335768,1.5028916310612,2.4001279943357683,1.4928916310612,0.5236777185732743,1.0,0.26,13,1123.3110389183985,97.35855592472959,77.09259233056606,174.45114825529566,0.0,10,79,2.416336100548506,vbbr_brd,verified_gain_tolerance
7,502383,50,2.0,89.44271909999159,44.721359549995796,0.01,0.01,4.040935458262865,3.9406029815446493,4.030935458262865,3.9306029815446495,0.1923235483885637,0.38302996124386285,0.14,7,1227.7695041162024,69.33991439072592,67.32973786286426,136.6696522535902,9.770118074793729,11,79,1.2154789995402098,vbbr_brd,cycle_safeguard
7,502383,50,2.5,100.0,40.0,0.01,0.01,3.917767664961611,4.136481749823605,3.9077676649616113,4.126481749823605,0.1747024819382782,0.4179781097118219,0.14,7,1228.9490211315842,68.26967099069435,68.99116166206406,137.2608326527584,0.0,3,37,0.5454093003645539,vbbr_brd,verified_gain_tolerance
7,502383,50,3.0,109.54451150103323,36.51483716701107,0.01,0.01,3.4274840861300597,4.939979938234832,3.41748408613006,4.929979938234832,0.16935172435152498,0.38821678551253985,0.14,7,1232.8534632795559,63.39963344575916,69.88578206384295,133.2854155096021,0.0,3,37,0.5530346995219588,vbbr_brd,verified_gain_tolerance
7,502383,50,4.0,126.49110640673517,31.622776601683793,0.01,0.01,3.904385409433723,4.158237284258575,3.894385409433723,4.148237284258575,0.13835092965249482,0.527320252184676,0.14,7,1229.078286301393,68.15237619476825,69.17322784175234,137.3256040365206,9.602791816969798,11,103,1.3119120001792908,vbbr_brd,cycle_safeguard
8,502384,50,0.1,20.0,200.0,0.01,0.01,3.682808580339987,4.348008775171126,3.672808580339987,4.338008775171126,0.7314149169342514,0.04546034038879898,0.1,5,1179.4553394342574,53.726939654095546,39.441471105775264,93.16841075987081,0.0,5,45,0.539894100278616,vbbr_brd,verified_gain_tolerance
8,502384,50,0.2,28.284271247461902,141.4213562373095,0.01,0.01,4.173085889411107,0.4668365272594871,4.163085889411107,0.4568365272594871,0.9999999999999999,0.5953302068384518,0.22,11,1117.28874342488,117.74985052258491,38.462166040662,156.2120165632469,0.0,4,43,1.1092040995135903,vbbr_brd,verified_gain_tolerance
